,depth,element,height,parentNode,text,width,x,xpath,y,attributes.charset,attributes.content,attributes.name,attributes.href,attributes.rel,attributes.sizes,attributes.itemprop,attributes.class,attributes.id,attributes.aria-label,attributes.style,attributes.data-ogsr-up,attributes.target,attributes.height,attributes.viewBox,attributes.width,attributes.xmlns,attributes.jsaction,attributes.jscontroller,attributes.jsdata,attributes.aria-controls,attributes.aria-expanded,attributes.aria-haspopup,attributes.data-ved,attributes.jsname,attributes.role,attributes.tabindex,attributes.aria-hidden,attributes.alt,attributes.src,attributes.enable-background,attributes.focusable,attributes.ping,attributes.action,attributes.data-submitfalse,attributes.method,attributes.jsmodel,attributes.type,attributes.aria-autocomplete,attributes.autocapitalize,attributes.autocomplete,attributes.autocorrect,attributes.maxlength,attributes.spellcheck,attributes.title,attributes.value,attributes.data-input-has-text,attributes.data-view-type,attributes.data-is-ios-gsa,attributes.data-async-context,attributes.data-async-context-required,attributes.data-async-type,attributes.data-jiis,attributes.aria-current,attributes.data-hveid,attributes.data-short-label,attributes.data-spl,attributes.data-pla,attributes.aria-level,attributes.data-async-trigger,attributes.data-async-method,attributes.data-bimgw,attributes.data-container-id,attributes.data-easag,attributes.data-ebimg,attributes.data-esivpe,attributes.data-essag,attributes.data-handleswipegrow,attributes.data-iaq,attributes.data-immersivepurplelinks,attributes.data-ivpess,attributes.data-numplao,attributes.data-prehandle,attributes.data-puhws,attributes.data-swipegrowheight,attributes.data-swipegrowsettf,attributes.data-swipegrowth,attributes.data-swipegrowthntl,attributes.data-webstandard,attributes.data-aqid,attributes.data-uss,attributes.jsshadow,attributes.jsslot,attributes.seo-pixel,attributes.data-fp-link,attributes.data-catalog-id,attributes.data-merchant-id,attributes.data-mobile-regular-npack-pla-unit-height,attributes.data-offer-docid,attributes.data-offer-id,attributes.data-pla-unit-height-with-sra,attributes.data-product-docid,attributes.data-slot,attributes.data-atf,attributes.data-frt,price,attributes.__is_owner,attributes.data-nohref,attributes.jsowner,attributes.data-index,attributes.data-lia-cluster-id,attributes.data-site-cluster-id,attributes.data-variant-group-id,attributes.data-bigimageurl,attributes.data-ih,attributes.data-iw,attributes.data-smr-hint,attributes.data-smr-url,attributes.data-restore,attributes.data-ss,attributes.data-adapt-width-with-js,attributes.data-unselected-text-color,attributes.aria-selected,attributes.data-uiis,attributes.data-query,attributes.aria-labelledby,attributes.placeholder,attributes.aria-valuetext,attributes.data-id,attributes.data-cid,attributes.decode-data-ved,attributes.data-dc,attributes.data-dw,attributes.aria-pressed,attributes.data-ex_istate,attributes.data-m_r,attributes.data-m_t,attributes.data-rc_q,attributes.data-rc_ui,attributes.data-ru_gwp,attributes.data-ru_q,attributes.data-trex_id,attributes.data-sp,attributes.data-pfp,attributes.eid,attributes.data-bsrc,attributes.data-noaft,attributes.aria-roledescription,attributes.frameborder,attributes.data-url,attributes.data-rc_f,attributes.data-rc_ludocids,attributes.data-ru_lqi,attributes.data-p,attributes.aria-describedby,attributes.data-f,attributes.data-fm,attributes.data-initq,attributes.data-it,attributes.data-qc,attributes.data-bs,attributes.data-sgrd,attributes.data-lk,attributes.data-q,attributes.data-uda,attributes.data-md,attributes.data-tts,attributes.data-tts-text,attributes.data-attrid,attributes.data-async-fc,attributes.data-async-fcv,attributes.data-async-ons,attributes.data-sokoban-container,attributes.data-header-feature,attributes.data-content-feature,attributes.data-babe,attributes.data-cgae,attributes.data-cuc,attributes.aria-disabled,attributes.data-alert-message,attributes.data-scr,attributes.data-enable-product-traversal,attributes.data-ft,attributes.data-num-of-products,attributes.data-serialized-chip-data-in-stick-param,attributes.data-sti,attributes.data-stick-param,attributes.data-enable-reviews-cache,attributes.data-feature-type,attributes.data-gl,attributes.data-ipn,attributes.data-pge,attributes.data-ppn,attributes.data-focus,attributes.data-gid,attributes.data-iid,attributes.data-mid,attributes.data-oid,attributes.data-pid,attributes.data-pvf,attributes.data-pvt,attributes.data-rds,attributes.data-siid,attributes.data-spdr,attributes.data-upa,attributes.data-vc,attributes.data-vsc,attributes.data-is-hidden,attributes.data-src,attributes.aria-live,attributes.data-async-rclass,attributes.data-fc,attributes.data-sd,attributes.data-xu-flt-unit,attributes.data-u,attributes.data-ei,attributes.data-ucsi,attributes.data-pcs,attributes.data-biw,attributes.data-eom-state,attributes.data-dismiss,attributes.data-bucket,attributes.data-psd-ssc
329,24,DIV,208.0,DIV.EDblX.DAVP1.qIfKhf.yUxSId,View all,112.0,488.0,//*[@id='_7jOQYvXBO9frtAaku4XQCg2']/div/div/g-scrolling-carousel/div/div[1]/div,-3309.0,,,,,,,,see-more-unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,25,A,253.0,DIV.see-more-unit,View all,112.0,488.0,//*[@id='_7jOQYvXBO9frtAaku4XQCg2']/div/div/g-scrolling-carousel/div/div[1]/div/a,-3309.0,,,,/search?q=air+filters+near+me&gl=US&hl=en&prmd=smniv&source=univ&tbm=shop&sa=X&ved=2ahUKEwj18MTjzf73AhXXNc0KHaRdAaoQ1TUoAHoECAEQHg,,,,zyRY0b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,26,G-MORE-BUTTON,66.0,A.zyRY0b,View all,48.0,520.0,//*[@id='_7jOQYvXBO9frtAaku4XQCg2']/div/div/g-scrolling-carousel/div/div[1]/div/a/g-more-button,-3193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,27,DIV,66.0,G-MORE-BUTTON,View all,48.0,520.0,//*[@id='_7jOQYvXBO9frtAaku4XQCg2']/div/div/g-scrolling-carousel/div/div[1]/div/a/g-more-button/div,-3193.0,,,,,,,,djOjdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,28,G-FAB,40.0,DIV.djOjdf,,40.0,524.0,//*[@id='_7jOQYvXBO9frtAaku4XQCg2']/div/div/g-scrolling-carousel/div/div[1]/div/a/g-more-button/div/g-fab,-3193.0,,,,,,,,YsiKr r2fjmd X3BRhe nKy3M CNf3nf OvQkSb LhCR5d,,,background-color:#f1f3f4;color:#202124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,29,SPAN,24.0,G-FAB.YsiKr.r2fjmd.X3BRhe.nKy3M.CNf3nf.OvQkSb.LhCR5d,,24.0,532.0,//*[@id='_7jOQYvXBO9frtAaku4XQCg2']/div/div/g-scrolling-carousel/div/div[1]/div/a/g-more-button/div/g-fab/span,-3185.0,,,,,,,,PUDfGe S3PB2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,30,SPAN,24.0,SPAN.PUDfGe.S3PB2d,,24.0,532.0,//*[@id='_7jOQYvXBO9frtAaku4XQCg2']/div/div/g-scrolling-carousel/div/div[1]/div/a/g-more-button/div/g-fab/span/span,-3185.0,,,,,,,,z1asCe LV6CSb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,31,svg,24.0,SPAN.z1asCe.LV6CSb,,24.0,532.0,//*[@id='_7jOQYvXBO9frtAaku4XQCg2']/div/div/g-scrolling-carousel/div/div[1]/div/a/g-more-button/div/g-fab/span/span/svg,-3185.0,,,,,,,,,,,,,,,0 0 24 24,,http://www.w3.org/2000/svg,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,28,DIV,20.0,DIV.djOjdf,View all,48.0,520.0,//*[@id='_7jOQYvXBO9frtAaku4XQCg2']/div/div/g-scrolling-carousel/div/div[1]/div/a/g-more-button/div/div,-3147.0,,,,,,,,EUjJDc nlNnsd VDgVie obk0Rc RiJqbb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,23,DIV,20.0,DIV.mR2gOd.Y3nRse,,1035.0,0.0,//*[@id='_7jOQYvXBO9frtAaku4XQCg2']/div/div/g-scrolling-carousel/div/div[2],-2986.0,,,,,,,,xvWBpb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,15,DIV,0.0,LI.LLC6Eb,"$5.59(2k+)Ace 20 in. W X 20 in. H X 1 in. D Cotton 8 MERV Pleated Air Filter 1 pkAce HardwarePick up tomorrowVisit SiteCURBSIDERETURNS30 days for most items30 daysMore from Ace Hardware$5.98(2k+)Flanders (4 Filters), 14 inch X 20 inch X 1 inch Precisionaire Nested Glass Air Filter, Size: 14x20x1WalmartPick up todayVisit SiteRating for Walmart4.4/5RETURNS90 days for most items90 daysMore from Walmart$16.99(52)Broan Duct-Free Air Filter (Charcoal) | BPQTFLowe'sPick up tomorrowVisit SiteCURBSIDERating for Lowe's4.5/5RETURNS90 days for most items90 daysMore from Lowe'sNothing to see hereSwipe left or right to see more productsRelated itemsOverviewStoreDetailsReviewsAdsBACK TO TOPBACK TO TOPNo ratings found.           Find answers in reviews              No reviews found.BACK TO TOP",0.0,0.0,//*[@id='gws-product_ads__plalightbox'],0.0,,,,,,,,AVsAgc itG22d,gws-product_ads__plalightbox,Browse Ace 20 in. W X 20 in. H X 1 in. D Cotton 8 MERV Pleated Air Filter 1 pk and related items,display:none,,,,,,,rcuQ6b:npT2md,qP0Agb,vxtmG;_;AoY4cI,,,,2ahUKEwj18MTjzf73AhXXNc0KHaRdAaoQ4j56BAgBECE,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAEQIQ,,,,,,,,,,,,,,,,,,,,,,,,,7zOQYpObB-DdvdMPotWQyAE,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,16,DIV,0.0,DIV#gws-product_ads__plalightbox.AVsAgc.itG22d,,0.0,0.0,//*[@id='gws-product_ads__plalightbox']/div[1],0.0,,,,,,,,API33b,,,,,,,,,,,,,,,,,ccU3Wc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,16,A,0.0,DIV#gws-product_ads__plalightbox.AVsAgc.itG22d,,0.0,0.0,//*[@id='gws-product_ads__plalightbox']/a,0.0,,,,#,,,,gws-product_ads__close-button,,,display:none,,,,,,,yNJQy,,,,,,2ahUKEwj18MTjzf73AhXXNc0KHaRdAaoQ5T56BAgBECI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,gws-product_ads__plalightbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,16,DIV,0.0,DIV#gws-product_ads__plalightbox.AVsAgc.itG22d,"$5.59(2k+)Ace 20 in. W X 20 in. H X 1 in. D Cotton 8 MERV Pleated Air Filter 1 pkAce HardwarePick up tomorrowVisit SiteCURBSIDERETURNS30 days for most items30 daysMore from Ace Hardware$5.98(2k+)Flanders (4 Filters), 14 inch X 20 inch X 1 inch Precisionaire Nested Glass Air Filter, Size: 14x20x1WalmartPick up todayVisit SiteRating for Walmart4.4/5RETURNS90 days for most items90 daysMore from Walmart$16.99(52)Broan Duct-Free Air Filter (Charcoal) | BPQTFLowe'sPick up tomorrowVisit SiteCURBSIDERating for Lowe's4.5/5RETURNS90 days for most items90 daysMore from Lowe's",0.0,0.0,//*[@id='gws-product_ads__plalightbox']/div[2],0.0,,,,,,,,XEjQJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,17,DIV,0.0,DIV.XEjQJ,"$5.59(2k+)Ace 20 in. W X 20 in. H X 1 in. D Cotton 8 MERV Pleated Air Filter 1 pkAce HardwarePick up tomorrowVisit SiteCURBSIDERETURNS30 days for most items30 daysMore from Ace Hardware$5.98(2k+)Flanders (4 Filters), 14 inch X 20 inch X 1 inch Precisionaire Nested Glass Air Filter, Size: 14x20x1WalmartPick up todayVisit SiteRating for Walmart4.4/5RETURNS90 days for most items90 daysMore from Walmart$16.99(52)Broan Duct-Free Air Filter (Charcoal) | BPQTFLowe'sPick up tomorrowVisit SiteCURBSIDERating for Lowe's4.5/5RETURNS90 days for most items90 daysMore from Lowe's",0.0,0.0,//*[@id='gws-product_ads__plalightbox']/div[2]/div,0.0,,,,,,,,qU8KPe,,,,,,,,,,,,,,,,2ahUKEwj18MTjzf73AhXXNc0KHaRdAaoQ4z56BAgBECM,wEXlac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAEQIw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,18,DIV,0.0,DIV.qU8KPe,$5.59(2k+)Ace 20 in. W X 20 in. H X 1 in. D Cotton 8 MERV Pleated Air Filter 1 pkAce HardwarePick up tomorrowVisit SiteCURBSIDERETURNS30 days for most items30 daysMore from Ace Hardware,0.0,0.0,//*[@id='gws-product_ads__plalightbox']/div[2]/div/div[1],0.0,,,,,,,,gws-product_ads__card-helper gws-product_ads__active-card gws-product_ads__inactive-card,,,"position: static; display: block; transform: translate3d(0%, 0px, 0px);",,,,,,,,,,,,,,EVEKmb,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,CAEQJA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14237031381972529280,112323441,,6845520324010409292,4044624,,11276421710400501079,,,,,,,,0,3713829,1256406,13557484529006860861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,19,DIV,0.0,DIV.gws-product_ads__card-helper.gws-product_ads__active-card.gws-product_ads__inactive-card,,0.0,0.0,//*[@id='gws-product_ads__plalightbox']/div[2]/div/div[1]/div[1],0.0,,,,,,,,gws-product_ads__translucent-overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,19,DIV,0.0,DIV.gws-product_ads__card-helper.gws-product_ads__active-card.gws-product_ads__inactive-card,$5.59(2k+)Ace 20 in. W X 20 in. H X 1 in. D Cotton 8 MERV Pleated Air Filter 1 pkAce HardwarePick up tomorrowVisit SiteCURBSIDE,0.0,0.0,//*[@id='gws-product_ads__plalightbox']/div[2]/div/div[1]/div[2],0.0,,,,,,,,gws-product_ads__card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,20,DIV,0.0,DIV.gws-product_ads__card,,0.0,0.0,//*[@id='gws-product_ads__plalightbox']/div[2]/div/div[1]/div[2]/div[1],0.0,,,,,,,,AJkK8e plalb-ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,21,A,0.0,DIV.AJkK8e.plalb-ic,,0.0,0.0,//*[@id='gws-product_ads__plalightbox']/div[2]/div/div[1]/div[2]/div[1]/a,0.0,,,,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjTzs3jzf73AhXgbm8EHaIqBBkYABADGgJqZg&ohost=www.google.com&cid=CAASJeRo8vS11l2NtX3O7PeRh42_ZFs-hrHC2L7X-gADSxdbgMmEjAE&sig=AOD64_1H-7YQ81OXsGwc8jHmBZISBFD22Q&adurl=&ctype=46&q=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,22,SPAN,0.0,A,,0.0,0.0,//*[@id='gws-product_ads__plalightbox']/div[2]/div/div[1]/div[2]/div[1]/a/span,0.0,,,,,,,,wfiuBb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,22,IMG,0.0,A,,0.0,0.0,//*[@id='gws-product_ads__plalightbox']/div[2]/div/div[1]/div[2]/div[1]/a/img,0.0,,,,,,,,dPOAx plalb-ti,,,display:none,,,180,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,22,DIV,0.0,A,,0.0,0.0,//*[@id='gws-product_ads__plalightbox']/div[2]/div/div[1]/div[2]/div[1]/a/div,0.0,,,,,,,,ETlhtb plalb-bio,,,height:100%;max-width:100%;padding:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,23,SPAN,0.0,DIV.ETlhtb.plalb-bio,,0.0,0.0,//*[@id='gws-product_ads__plalightbox']/div[2]/div/div[1]/div[2]/div[1]/a/div/span,0.0,,,,,,,,wfiuBb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,23,IMG,0.0,DIV.ETlhtb.plalb-bio,,0.0,0.0,//*[@id='gws-product_ads__plalightbox']/div[2]/div/div[1]/div[2]/div[1]/a/div/img,0.0,,,,,,,,dPOAx plalb-bi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSVfepfJnTD9vRJ8j3dsX28CBvof3MWyCHDGCVslEXyDD76Y-LPRKn0Llerwuif4eMfe1p-2uBo&usqp=CAc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,20,A,0.0,DIV.gws-product_ads__card,,0.0,0.0,//*[@id='gws-product_ads__plalightbox']/div[2]/div/div[1]/div[2]/a,0.0,,,,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjTzs3jzf73AhXgbm8EHaIqBBkYABADGgJqZg&ohost=www.google.com&cid=CAASJeRo8vS11l2NtX3O7PeRh42_ZFs-hrHC2L7X-gADSxdbgMmEjAE&sig=AOD64_1H-7YQ81OXsGwc8jHmBZISBFD22Q&ctype=46&q=&ved=2ahUKEwj18MTjzf73AhXXNc0KHaRdAaoQ-pECegQIARAl&adurl=,,,,gws-product_ads__clickable-card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,20,DIV,0.0,DIV.gws-product_ads__card,$5.59(2k+)Ace 20 in. W X 20 in. H X 1 in. D Cotton 8 MERV Pleated Air Filter 1 pkAce HardwarePick up tomorrowVisit Site,0.0,0.0,//*[@id='gws-product_ads__plalightbox']/div[2]/div/div[1]/div[2]/div[2],0.0,,,,,,,,tFOfoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,21,DIV,0.0,DIV.tFOfoe,$5.59(2k+),0.0,0.0,//*[@id='gws-product_ads__plalightbox']/div[2]/div/div[1]/div[2]/div[2]/div[1],0.0,,,,,,,,OB0nl CnvPgb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,22,DIV,0.0,DIV.OB0nl.CnvPgb,$5.59,0.0,0.0,//*[@id='gws-product_ads__plalightbox']/div[2]/div/div[1]/div[2]/div[2]/div[1]/div[1],0.0,,,,,,,,TKNigb JJ0h2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
