Index,Fields,Values
15.7.5,Links,https://www.amazon.com/Double-Beauty-Contour-Concealer-medium/dp/B01LT3YJA8
15.8.5,Links,https://www.amazon.com/TARTE-Shape-Concealer-Light-Medium-Honey/dp/B01MXWVS5P
15.9.5,Links,https://www.sephora.com/ca/en/product/tarte-shape-tape-concealer-P471799
15.10.5,Links,https://www.whowhatwear.com/tarte-shape-tape-concealer-review
15.11.5,Links,https://www.qvc.com/tarte-Shape-Tape-Concealer-w-Sponge.product.A282372.html
15.12.5,Links,https://www.allure.com/review/tarte-cosmetics-shape-tape-contour-concealer/amp
15.1.6,Category,Advertisement
15.2.6,Category,Advertisement
15.3.6,Category,Organic
15.4.6,Category,Organic
15.5.6,Category,Organic
15.6.6,Category,Organic
15.7.6,Category,Organic
15.8.6,Category,Organic
15.9.6,Category,Organic
15.10.6,Category,Organic
15.11.6,Category,Organic
15.12.6,Category,Organic
16.1.1,Title,Tarte Face Tape Foundation | Ulta Beauty
16.2.1,Title,face tape™ foundation | Tarte Cosmetics
16.3.1,Title,shape tape™ family | Makeup - Tarte Cosmetics
16.4.1,Title,A hands-down honest Tarte Shape Tape foundation review | finder.com.au
16.5.1,Title,New Tarte Shape Tape Foundation Honest Review | HelloGiggles
16.6.1,Title,Tarte Shape Tape Foundation and Concealer Review - The Beauty Look Book
16.7.1,Title,Tarte Face tape Foundation - Amazon.com
16.8.1,Title,Tarte Face Tape Foundation Makeup - 16N Fair Light Neutral : Beauty & Personal Care - Amazon.com
16.9.1,Title,Tarte Face Tape Foundation Review - Refinery29
16.1.2,Price,$40.00
16.2.2,Price,$40.00
16.3.2,Price,N/A
16.4.2,Price,N/A
16.5.2,Price,N/A
16.6.2,Price,N/A
16.7.2,Price,N/A
16.8.2,Price,N/A
16.9.2,Price,N/A
16.1.3,Rating,Rated 3.6 out of 5
16.2.3,Rating,Rated 4.5 out of 5
16.3.3,Rating,N/A
16.4.3,Rating,N/A
16.5.3,Rating,N/A
16.6.3,Rating,N/A
16.7.3,Rating,N/A
16.8.3,Rating,Rated 4.3 out of 5
16.9.3,Rating,N/A
16.1.4,Rating Count,"1,744"
16.2.4,Rating Count,"3,182"
16.3.4,Rating Count,N/A
16.4.4,Rating Count,N/A
16.5.4,Rating Count,N/A
16.6.4,Rating Count,N/A
16.7.4,Rating Count,N/A
16.8.4,Rating Count,36
16.9.4,Rating Count,N/A
16.1.5,Links,https://www.ulta.com/p/face-tape-foundation-pimprod2003933
16.2.5,Links,https://tartecosmetics.com/shop/face-tape-foundation-1600.html
16.3.5,Links,https://tartecosmetics.com/shop/makeup/shape-tape-family/
16.4.5,Links,https://www.finder.com.au/tarte-shape-tape-foundation-review
16.5.5,Links,https://hellogiggles.com/beauty/new-shape-tape-foundation-honest-review/
16.6.5,Links,https://thebeautylookbook.com/2018/03/tarte-shape-tape-foundation-and-concealer-review.html
16.7.5,Links,https://www.amazon.com/Tarte-Face-tape-Foundation/s?k=Tarte+Face+tape+Foundation
16.8.5,Links,https://www.amazon.com/Tarte-Face-Tape-Foundation-Makeup/dp/B07RC6FGFV
16.9.5,Links,https://www.refinery29.com/amp/en-us/2019/02/224239/tarte-face-tape-foundation-review
16.1.6,Category,Organic
16.2.6,Category,Organic
16.3.6,Category,Organic
16.4.6,Category,Organic
16.5.6,Category,Organic
16.6.6,Category,Organic
16.7.6,Category,Organic
16.8.6,Category,Organic
16.9.6,Category,Organic
17.1.1,Title,tarte Amazonian Clay 16-Hour Full Coverage Foundation
17.2.1,Title,tarte Amazonian Clay 12-Hour Full Coverage Foundation
17.3.1,Title,tarte Amazonian clay BB tinted moisturizer
17.4.1,Title,Tarte Makeup Tarte 12 Hour Amazonian Clay Blush
17.5.1,Title,tarte Best Of Blush Mini Amazonian Clay Cheek Set
17.6.1,Title,Tarte Smooth Operator Amazonian Clay Tinted Pressed Finishing Powder
17.7.1,Title,Tarte Amazonian Clay Waterproof Bronzer
17.8.1,Title,Tarte Amazonian Clay Gem Powder Foundation
17.9.1,Title,Tarte Amazonian Clay Full Coverage Foundation SPF 15
17.10.1,Title,Tarte Amazonian Clay Matte Waterproof Bronzer
17.11.1,Title,tarte Tartelette Clay Matte Palette
17.12.1,Title,tarte Amazonian Clay Waterproof 12-Hour Concealer
17.13.1,Title,Tarte Travel Size Amazonian Clay 16-Hour Full Coverage Foundation - 20N Light Neutral
17.14.1,Title,Tarte Smooth Operator Amazonian Clay Finishing Powder
17.15.1,Title,Tarte Amazonian Clay BB Tinted Moisturizer Broad Spectrum SPF 20
17.16.1,Title,Tarte Amazonian Clay Smoothing Balm Makeup - Medium
17.17.1,Title,tarte Clay Stick Foundation
17.18.1,Title,Tarte Tartelette Blush in Bloom Amazonian Clay Cheek Palette - Multi
17.19.1,Title,Tarte Makeup Tarte Amazonian Clay 12 Hour Highlighter
17.20.1,Title,Tarte Smooth Operator Amazonian Clay Finishing Setting Powder
17.21.1,Title,tarte Gifted
17.22.1,Title,"Tarte Cosmetics Amazonian Clay 12-Hour Full Coverage Foundation 1.7 fl oz SPF 15, Light Sand"
17.23.1,Title,"tarte Amazonian Clay Foundation & Colored ClayPowder 3pc Kit ,12B Fair Beige"
17.24.1,Title,Tarte Makeup Tarte Empower Flower
17.25.1,Title,Tarte Amazonian Clay 16Hr Full Coverage Foundation
17.26.1,Title,Tarte GlowLight Amazonian Clay Luminizing Wand Pink 0.09 oz
17.27.1,Title,Tarte 3-Pc. Blush Authority Amazonian Clay Cheek Set
17.28.1,Title,Tarte Amazonian Clay Concealer
17.29.1,Title,Tarte Amazonian Clay Waterproof Bronzer in Park Ave Princess Travel Size 0.11 OZ
17.30.1,Title,Tarte Amazonian Clay 12 Hour Blush - Blushing Bride (rosy pink)
17.31.1,Title,Tarte Amazonian Clay 12H Found
17.32.1,Title,Tarte Makeup Tarte Amazonian Clay 12-Hour Blush
17.33.1,Title,Tarte Powderful Amazonian Clay Pressed Mineral Powder Shade Medium Full
17.34.1,Title,Tarte Amazonian Clay BB Tinted Moisturizer Broad Spectrum SPF 20 - Light
17.35.1,Title,Tarte GlowLight - Amazonian Clay Corrective Wand = Champagne
17.36.1,Title,Tarte Amazonian Clay 12-hr Blush Full Size In Blissful Nwb
17.37.1,Title,Tarte Amazonian Clay 12-Hour Blush
17.38.1,Title,"tarte Amazonian Clay Gem Powder Foundation &Brush ,20N light ntrl"
17.39.1,Title,Tarte Makeup | New in Box Tarte Amazonian Clay in Deep Sand | Color: Blue/Purple | Size: 1.7 | Chousner's Closet
17.40.1,Title,"Tarte Amazonian Clay 12-Hour Full Coverage Foundation SPF 15, Fair Light Honey, Unboxed"
17.41.1,Title,Tarte Deep Amazonian Colored Clay Liquid Foundation Broad Spectrum SPF 15
17.42.1,Title,tarte Travel Size Amazonian Clay 16-Hour Full Coverage Foundation - N Rich Neutral
17.43.1,Title,Tarte Limited Edition Power Couple Amazonian Clay Blush & Bronzer
17.44.1,Title,"tarte Amazonian Clay Full Coverage Foundationwith Brush ,8B Prcln Beige"
17.45.1,Title,Tarte Light Amazonian Colored Clay Liquid Foundation Broad Spectrum SPF 15
17.46.1,Title,Real Tarte Amazonian Clay 16 Hour Full Cover Foundation Pick 1 Shade
17.47.1,Title,Tarte Amazonian Clay 16-Hour Full Coverage Foundation Custom Value Set
17.48.1,Title,Tarte Makeup | Tarte Amazonian Clay 12 Hour Blush - Party Dress | Color: Pink | Size: Os | Lbui87's Closet
17.49.1,Title,tarte Amazonian Clay 16-Hour Full Coverage Foundation - SLight-MediumSand - light to medium skin
17.50.1,Title,Tarte Amazonian Clay Full Coverage Airbrush Foundation - Medium-tan
17.51.1,Title,"Tarte Amazonian Clay 12-Hour - Blissful - 5,6g"
17.52.1,Title,"Tarte Amazonian Clay 12-Hour Full Coverage Foundation SPF 15, Light Be"
17.53.1,Title,"tarte Super Size Amazonian Clay 16-Hr FullCoverage Founda ,18N FairLghtNtr"
17.54.1,Title,Tarte Amazonian Clay 12-Hour Blush - dazzled (soft rose)
17.55.1,Title,Tarte Amazonian Clay 12-hour Full-coverage Spf 15 Foundation
17.56.1,Title,Tarte Amazonian Clay Full Coverage Foundation - Deep Sand -1.7oz In
17.57.1,Title,Tarte- Amazonian Clay 12-hour Blush - Tickled - Full Size - Boxless
17.58.1,Title,Tarte-amazonian Clay-16-hour Full Coverage Foundation-medium Tan
17.59.1,Title,Tarte-amazonian Clay-16-hour Full Coverage Foundation-tan Neutral-1.7
17.60.1,Title,Tarte Amazonian Clay Full Coverage Foundation Spf 15 Deep Sand 50 Ml
17.61.1,Title,Tarte Amazonian Clay Full Coverage Foundation Spf 15 Mini Size Choose
17.62.1,Title,Tarte Amazonian Clay Full Coverage Foundation Spf 15 ( 56g Rich Golden
17.63.1,Title,Tarte Amazonian Clay 12 Hour Full Coverage Foundation - # 51G Deep Golden 50ml/1.7oz Price - conyfur.com
17.64.1,Title,Amazonian clay full coverage foundation SPF 15 - Tarte Cosmetics
17.65.1,Title,Amazonian clay 16-hour full coverage foundation - Tarte Cosmetics
17.66.1,Title,Tarte Amazonian Clay 16-Hour Full Coverage Foundation | Ulta Beauty
17.67.1,Title,Tarte Cosmetics Amazonian Clay 12-Hour Full-Coverage Foundation SPF 15 - Reviews | MakeupAlley
17.68.1,Title,Tarte Cosmetics Amazonian Clay Full Coverage Foundation | Review + Swatches - GirlGetGlamorous
17.69.1,Title,tarte: Amazonian Clay 16-Hour Full Coverage Foundation - Sephora
17.70.1,Title,tarte Amazonian Clay 16-Hour Full Coverage Foundation Custom Value Set - Sephora
17.71.1,Title,"Amazon.com : Tarte Cosmetics Amazonian Clay 12-Hour Full Coverage Foundation 1.7 fl oz SPF 15, Light Sand"
17.72.1,Title,Amazon.com : Tarte Cosmetics Amazonian Clay 12-Hour Full Coverage Foundation 1.7 fl oz. (Fair Sand)
17.1.2,Price,$39.00
17.2.2,Price,$39.00
17.3.2,Price,$39.00
17.4.2,Price,$29.00
17.5.2,Price,$35.00
17.6.2,Price,$35.00
17.7.2,Price,$30.00
17.8.2,Price,$39.00
17.9.2,Price,$41.00
17.10.2,Price,$30.00
17.11.2,Price,$42.00
17.12.2,Price,$25.00
17.13.2,Price,$15.00
17.14.2,Price,$14.00
17.15.2,Price,$49.80
17.16.2,Price,$9.95
17.17.2,Price,$29.00
17.18.2,Price,$35.00
17.19.2,Price,$29.00
17.20.2,Price,$35.00
17.21.2,Price,$15.00
17.22.2,Price,$58.33
17.23.2,Price,$45.00
17.24.2,Price,$29.97
17.25.2,Price,$54.13
17.26.2,Price,$21.65
17.27.2,Price,$15.99
17.28.2,Price,$27.94
17.29.2,Price,$21.70
17.30.2,Price,$29.00
17.31.2,Price,$46.65
17.32.2,Price,$10.00
17.33.2,Price,$24.95
17.34.2,Price,$36.00
17.35.2,Price,$17.98
17.36.2,Price,$23.50
17.37.2,Price,$12.00
17.38.2,Price,$39.00
17.39.2,Price,$28.00
17.40.2,Price,$67.61
17.41.2,Price,$16.50
17.42.2,Price,$15.00
17.43.2,Price,$28.99
17.44.2,Price,$39.00
17.45.2,Price,$16.50
17.46.2,Price,$44.63
17.47.2,Price,$39.00
17.48.2,Price,$10.00
17.49.2,Price,$39.00
17.50.2,Price,$35.00
17.51.2,Price,$38.47
17.52.2,Price,$109.44
17.53.2,Price,$49.00
17.54.2,Price,$29.00
17.55.2,Price,$30.00
17.56.2,Price,$16.99
17.57.2,Price,$28.05
17.58.2,Price,$29.99
17.59.2,Price,$29.99
17.60.2,Price,$30.76
17.61.2,Price,$7.05
17.62.2,Price,$22.00
17.63.2,Price,$37.40
17.64.2,Price,$39.00
17.65.2,Price,N/A
17.66.2,Price,$39.00
17.67.2,Price,N/A
17.68.2,Price,N/A
17.69.2,Price,$15.00 to $39.00
17.70.2,Price,N/A
17.71.2,Price,$49.95 (typically $58)
17.72.2,Price,N/A
17.1.3,Rating,Rated 4.2 out of 5
17.2.3,Rating,Rated 4.4 out of 5
17.3.3,Rating,Rated 4.4 out of 5
17.4.3,Rating,Rated 4.7 out of 5
17.5.3,Rating,Rated 4.6 out of 5
17.6.3,Rating,Rated 4.4 out of 5
17.7.3,Rating,Rated 4.6 out of 5
17.8.3,Rating,Rated 4.3 out of 5
17.9.3,Rating,Rated 4.3 out of 5
17.10.3,Rating,Rated 4.6 out of 5
17.11.3,Rating,Rated 4.7 out of 5
17.12.3,Rating,Rated 4.2 out of 5
17.13.3,Rating,Rated 3.2 out of 5
17.14.3,Rating,Rated 4.2 out of 5
17.15.3,Rating,Rated 4.3 out of 5
17.16.3,Rating,Rated 4.4 out of 5
17.17.3,Rating,Rated 4.1 out of 5
17.18.3,Rating,Rated 4.8 out of 5
17.19.3,Rating,Rated 4.6 out of 5
17.20.3,Rating,Rated 4.3 out of 5
17.21.3,Rating,Rated 4.5 out of 5
17.22.3,Rating,Rated 4.3 out of 5
17.23.3,Rating,Rated 2.9 out of 5
17.24.3,Rating,Rated 4.6 out of 5
17.25.3,Rating,N/A
17.26.3,Rating,Rated 4.4 out of 5
17.27.3,Rating,Rated 4.5 out of 5
17.28.3,Rating,Rated 4.4 out of 5
17.29.3,Rating,Rated 4.5 out of 5
17.30.3,Rating,Rated 4.6 out of 5
17.31.3,Rating,N/A
17.32.3,Rating,Rated 4.7 out of 5
17.33.3,Rating,N/A
17.34.3,Rating,Rated 4.3 out of 5
17.35.3,Rating,N/A
17.36.3,Rating,Rated 5.0 out of 5
17.37.3,Rating,N/A
17.38.3,Rating,Rated 3.3 out of 5
17.39.3,Rating,N/A
17.40.3,Rating,Rated 5.0 out of 5
17.41.3,Rating,N/A
17.42.3,Rating,Rated 5.0 out of 5
17.43.3,Rating,Rated 4.6 out of 5
17.44.3,Rating,Rated 3.2 out of 5
17.45.3,Rating,N/A
17.46.3,Rating,N/A
17.47.3,Rating,N/A
17.48.3,Rating,Rated 4.7 out of 5
17.49.3,Rating,Rated 2.6 out of 5
17.50.3,Rating,Rated 4.6 out of 5
17.51.3,Rating,N/A
17.52.3,Rating,N/A
17.53.3,Rating,Rated 2.9 out of 5
17.54.3,Rating,Rated 4.7 out of 5
17.55.3,Rating,N/A
17.56.3,Rating,Rated 4.6 out of 5
17.57.3,Rating,Rated 5.0 out of 5
17.58.3,Rating,N/A
17.59.3,Rating,N/A
17.60.3,Rating,Rated 4.6 out of 5
17.61.3,Rating,N/A
17.62.3,Rating,N/A
17.63.3,Rating,N/A
17.64.3,Rating,Rated 4.5 out of 5
17.65.3,Rating,Rated 3.0 out of 5
17.66.3,Rating,Rated 2.8 out of 5
17.67.3,Rating,Rated 3.5 out of 5
17.68.3,Rating,N/A
17.69.3,Rating,Rated 2.4 out of 5
17.70.3,Rating,N/A
17.71.3,Rating,Rated 4.6 out of 5
17.72.3,Rating,Rated 4.6 out of 5
17.1.4,Rating Count,9k+
17.2.4,Rating Count,9k+
17.3.4,Rating Count,9k+
17.4.4,Rating Count,9k+
17.5.4,Rating Count,151
17.6.4,Rating Count,2k+
17.7.4,Rating Count,6k+
17.8.4,Rating Count,108
17.9.4,Rating Count,9k+
17.10.4,Rating Count,5k+
17.11.4,Rating Count,9k+
17.12.4,Rating Count,4k+
17.13.4,Rating Count,70
17.14.4,Rating Count,9k+
17.15.4,Rating Count,4k+
17.16.4,Rating Count,55
17.17.4,Rating Count,3k+
17.18.4,Rating Count,13
17.19.4,Rating Count,2k+
17.20.4,Rating Count,1k+
17.21.4,Rating Count,6k+
17.22.4,Rating Count,9k+
17.23.4,Rating Count,34
17.24.4,Rating Count,91
17.25.4,Rating Count,N/A
17.26.4,Rating Count,136
17.27.4,Rating Count,112
17.28.4,Rating Count,1k+
17.29.4,Rating Count,343
17.30.4,Rating Count,1k+
17.31.4,Rating Count,N/A
17.32.4,Rating Count,18
17.33.4,Rating Count,N/A
17.34.4,Rating Count,1k+
17.35.4,Rating Count,N/A
17.36.4,Rating Count,6
17.37.4,Rating Count,N/A
17.38.4,Rating Count,43
17.39.4,Rating Count,N/A
17.40.4,Rating Count,2
17.41.4,Rating Count,N/A
17.42.4,Rating Count,2
17.43.4,Rating Count,29
17.44.4,Rating Count,71
17.45.4,Rating Count,N/A
17.46.4,Rating Count,N/A
17.47.4,Rating Count,N/A
17.48.4,Rating Count,26
17.49.4,Rating Count,14
17.50.4,Rating Count,14
17.51.4,Rating Count,N/A
17.52.4,Rating Count,N/A
17.53.4,Rating Count,11
17.54.4,Rating Count,59
17.55.4,Rating Count,N/A
17.56.4,Rating Count,11
17.57.4,Rating Count,2
17.58.4,Rating Count,N/A
17.59.4,Rating Count,N/A
17.60.4,Rating Count,11
17.61.4,Rating Count,N/A
17.62.4,Rating Count,N/A
17.63.4,Rating Count,N/A
17.64.4,Rating Count,"7,376"
17.65.4,Rating Count,328
17.66.4,Rating Count,601
17.67.4,Rating Count,896
17.68.4,Rating Count,N/A
17.69.4,Rating Count,234
17.70.4,Rating Count,N/A
17.71.4,Rating Count,349
17.72.4,Rating Count,273
17.1.5,Links,https://www.stylecraze.com/articles/best-waterproof-foundations-available-in-india/
17.2.5,Links,https://essiebutton.com/best-foundation-for-textured-skin/
17.3.5,Links,N/A
17.4.5,Links,"https://essiebutton.com/2014/01/31/review-swatches-tarte-amazonian-clay-12-hour-blush/#:~:text=The%20great%20thing%20about,of%20blends%20in%20together."
17.5.5,Links,"https://justheadoverheels.com/2021/12/10/review-swatches-tarte-best-of-blush-amazonian-clay-cheek-set-shades-fantasy-captivating-charmed-exposed-delight/#:~:text=The%20blushes%20are%20very,them%20very%20fool%20proof."
17.6.5,Links,https://www.musingsofamuse.com/2014/12/tarte-smooth-operator-amazonian-clay-tinted-pressed-finishing-powder-review-swatches.html
17.7.5,Links,"https://www.temptalia.com/product/tarte-amazonian-clay-mineral-bronzer/park-ave-princess/#:~:text=It%20didn%27t%20look%2C%20powdery,easy%20to%20apply%20overall."
17.8.5,Links,https://www.skinnyscoop.com/2013/10/16/tarte-off-the-cuff-amazonian-clay-12-hour-blush-palette/
17.9.5,Links,https://www.stylecraze.com/articles/best-foundation-for-textured-skin/
17.10.5,Links,https://www.temptalia.com/product/tarte-amazonian-clay-bronzer/peppermint-mocha/
17.11.5,Links,"https://www.temptalia.com/tarte-tartelette-amazonian-clay-matte-palette-review-photos-swatches/#:~:text=The%20texture%20was%20moderately,with%20good%20color%20coverage."
17.12.5,Links,https://www.stylecraze.com/articles/best-waterproof-concealers/
17.13.5,Links,N/A
17.14.5,Links,"https://makeupandbeauty.com/tarte-smooth-operator-amazonian-clay-finishing-powder-review/#:~:text=It%20does%20not%20leave,invisible%20on%20the%20skin."
17.15.5,Links,https://www.finder.com.au/best-tinted-moisturiser
17.16.5,Links,https://www.musingsofamuse.com/2015/05/tarte-amazonian-clay-smoothing-balm-review-swatches.html
17.17.5,Links,https://www.stylecraze.com/articles/best-tarte-foundation/
17.18.5,Links,N/A
17.19.5,Links,https://irecommend.reviews/reviews/make-up/tarte-amazonian-clay-12-hour-highlighter/such-sly-highlighter-most-controversial-pro
17.20.5,Links,N/A
17.21.5,Links,"https://www.byrdie.com/tarte-gifted-amazonian-clay-smart-mascara-review-5121171#:~:text=It%20gives%20natural-looking%20volume%2C,nothing%20on%20the%20lashes."
17.22.5,Links,N/A
17.23.5,Links,N/A
17.24.5,Links,N/A
17.25.5,Links,N/A
17.26.5,Links,N/A
17.27.5,Links,N/A
17.28.5,Links,N/A
17.29.5,Links,N/A
17.30.5,Links,N/A
17.31.5,Links,N/A
17.32.5,Links,N/A
17.33.5,Links,N/A
17.34.5,Links,N/A
17.35.5,Links,N/A
17.36.5,Links,N/A
17.37.5,Links,N/A
17.38.5,Links,N/A
17.39.5,Links,N/A
17.40.5,Links,N/A
17.41.5,Links,N/A
17.42.5,Links,N/A
17.43.5,Links,N/A
17.44.5,Links,N/A
17.45.5,Links,N/A
17.46.5,Links,N/A
17.47.5,Links,N/A
17.48.5,Links,N/A
17.49.5,Links,N/A
17.50.5,Links,N/A
17.51.5,Links,N/A
17.52.5,Links,N/A
17.53.5,Links,N/A
17.54.5,Links,N/A
17.55.5,Links,N/A
17.56.5,Links,N/A
17.57.5,Links,N/A
17.58.5,Links,N/A
17.59.5,Links,N/A
17.60.5,Links,N/A
17.61.5,Links,N/A
17.62.5,Links,N/A
17.63.5,Links,N/A
17.64.5,Links,https://tartecosmetics.com/shop/amazonian-clay-full-coverage-foundation-spf-15-267.html
17.65.5,Links,https://tartecosmetics.com/shop/amazonian-clay-16-hour-full-coverage-foundation-2256.html
17.66.5,Links,https://www.ulta.com/p/amazonian-clay-16-hour-full-coverage-foundation-pimprod2025023
17.67.5,Links,https://www.makeupalley.com/product/showreview.asp/ItemId=144681/Amazonian-Clay-12-Hour-Full-Coverage-Foundation-SPF-15/Tarte-Cosmetics/Foundations
17.68.5,Links,https://girlgetglamorous.com/tarte-cosmetics-amazonian-clay-12-hour-full-coverage-foundaton-bb-tinted-primer-review-swatches/
17.69.5,Links,https://www.sephora.com/product/tarte-amazonian-clay-16-hour-full-coverage-foundation-P473821
17.70.5,Links,https://www.sephora.com/product/tarte-amazonian-clay-16-hour-full-coverage-foundation-custom-value-set-P479998
17.71.5,Links,https://www.amazon.com/Tarte-Cosmetics-Amazonian-Coverage-Foundation/dp/B006XNPMCO
17.72.5,Links,https://www.amazon.com/Tarte-Cosmetics-Amazonian-Coverage-Foundation/dp/B00GP30YCU
17.1.6,Category,Popular
17.2.6,Category,Popular
17.3.6,Category,Popular
17.4.6,Category,Popular
17.5.6,Category,Popular
17.6.6,Category,Popular
17.7.6,Category,Popular
17.8.6,Category,Popular
17.9.6,Category,Popular
17.10.6,Category,Popular
17.11.6,Category,Popular
17.12.6,Category,Popular
17.13.6,Category,Popular
17.14.6,Category,Popular
17.15.6,Category,Popular
17.16.6,Category,Popular
17.17.6,Category,Popular
17.18.6,Category,Popular
17.19.6,Category,Popular
17.20.6,Category,Popular
17.21.6,Category,Popular
17.22.6,Category,Popular
17.23.6,Category,Popular
17.24.6,Category,Popular
17.25.6,Category,Popular
17.26.6,Category,Popular
17.27.6,Category,Popular
17.28.6,Category,Popular
17.29.6,Category,Popular
17.30.6,Category,Popular
17.31.6,Category,Popular
17.32.6,Category,Popular
17.33.6,Category,Popular
17.34.6,Category,Popular
17.35.6,Category,Popular
17.36.6,Category,Popular
17.37.6,Category,Popular
17.38.6,Category,Popular
17.39.6,Category,Popular
17.40.6,Category,Popular
17.41.6,Category,Popular
17.42.6,Category,Popular
17.43.6,Category,Popular
17.44.6,Category,Popular
17.45.6,Category,Popular
17.46.6,Category,Popular
17.47.6,Category,Popular
17.48.6,Category,Popular
17.49.6,Category,Popular
17.50.6,Category,Popular
17.51.6,Category,Popular
17.52.6,Category,Popular
17.53.6,Category,Popular
17.54.6,Category,Popular
17.55.6,Category,Popular
17.56.6,Category,Popular
17.57.6,Category,Popular
17.58.6,Category,Popular
17.59.6,Category,Popular
17.60.6,Category,Popular
17.61.6,Category,Popular
17.62.6,Category,Popular
17.63.6,Category,Popular
17.64.6,Category,Organic
17.65.6,Category,Organic
17.66.6,Category,Organic
17.67.6,Category,Organic
17.68.6,Category,Organic
17.69.6,Category,Organic
17.70.6,Category,Organic
17.71.6,Category,Organic
17.72.6,Category,Organic
18.1.1,Title,Tarte Makeup Tarte 12 Hour Amazonian Clay Blush
18.2.1,Title,tarte Best Of Blush Mini Amazonian Clay Cheek Set
18.3.1,Title,"Tarte Cheek Stain ,Flush"
18.4.1,Title,tarte SEA Breezy Cream Blush
18.5.1,Title,Tarte Maneater Blush & Glow Cheek Plump
18.6.1,Title,tarte Busy Gal Blush
18.7.1,Title,Tarteist Pro Glow & Blush
18.8.1,Title,Tarte 3-Pc. Blush Authority Amazonian Clay Cheek Set
18.9.1,Title,Tarte Tartelette Blush in Bloom Amazonian Clay Cheek Palette - Multi
18.10.1,Title,tarte SEA Breezy Cream Blush and Bronzer Palette
18.11.1,Title,Tarte Sweet Tarte Glow Blush
18.12.1,Title,Tarte Sugar Rush Beach Cheeks Cream Blush
18.13.1,Title,Tarte Blush And Glow Blush & Highlighter
18.14.1,Title,tarte Breezy Blusher Cream Blush Brush
18.15.1,Title,Tarte Amazonian Clay 12 Hour Blush 'First Class' 0ml / 1.5 g Mini
18.16.1,Title,Tarte Big Blush Book 3
18.17.1,Title,Tarte Makeup Tarte Blush In Captivating
18.18.1,Title,Tarte Life of The Party Clay Blush Palette & Clutch
18.19.1,Title,Tarte Makeup Tarte Amazonian Clay 12-Hour Blush
18.20.1,Title,Tarte Precious Picks Color Set: Amazonian Clay 12-Hour Blush in Ornate (Rosy
18.21.1,Title,Tarte Blush Bliss Blush Palette
18.22.1,Title,B Full Size Tarte Maracuja Blush & Glow 1oz
18.23.1,Title,Tarte Makeup Tarte Amazonian Clay Blush Travel
18.24.1,Title,Tarte Amazonian Clay 12 Hour Blush - Seduce (rosy nude)
18.25.1,Title,Tarte Amazonian Clay 12-Hour Blush
18.26.1,Title,Tarte Makeup | Tarte Amazonian Clay 12 Hour Blush - Party Dress | Color: Pink | Size: Os | Lbui87's Closet
18.27.1,Title,Tarte Cheeky Claymate Face Palette
18.28.1,Title,Tarte Amazonian Clay 12-Hour Blush - Dazzled (Soft Rose)
18.29.1,Title,Tarte 12-Hour Blush Color Pink
18.30.1,Title,Tarte Kind is The New Pretty Cheek Palette - Multi
18.31.1,Title,Tarte Amazonian Clay 12-Hour Blush - exposed (nude pink)
18.32.1,Title,Tarte Pin Up Girl Amazonian Clay 12-Hour Blush Palette - Limited Edition
18.33.1,Title,Tarte Amazonian Clay Blush Captivating Brand In Box Authentic Full
18.34.1,Title,Tarte Amazonian Clay 12-hour Blush - Seduce - 5.6g/0.20oz Authentic
18.35.1,Title,Tarte Blush Pin Up Girl Amazonian Clay 12-Hour Blush Palette Limited Edition Set
18.36.1,Title,tarte Breezy Cream Blush Duo and Blush Brush
18.37.1,Title,Authentic Tarte Blush Choose Amazonian Clay Sculpted Cheeks .05 Travel
18.38.1,Title,Tarte Blush - New Beauty
18.39.1,Title,Tarte Amazonian Clay 12-hour Blush Choose Your Shade
18.40.1,Title,Tarte Amazonian Clay 12-hour Blush Or Highlighter Choose One Bnib Full
18.41.1,Title,Tarte Amazonian Clay 12-hour Blush - Flush (dark Pink) - 0.20oz/5.6g
18.42.1,Title,tarte Tartelette Blush in Bloom Amazonian ClayCheekPalet+Brsh
18.43.1,Title,Tarte Amazonian Clay 12 Hour Blush 0.20 Oz - You Choose (pack Of 1)
18.44.1,Title,Tarte Sweet Tarte Glow Blush - Double Shot
18.45.1,Title,Tarte Amazonian Clay Long Wear Blush Blissful
18.46.1,Title,Tarte Blush Set - Beauty | Color: Beige | Size: m
18.47.1,Title,"Tarte Amazonian Clay 12-hour Blush In Kisses,1g Travel Size With Box"
18.48.1,Title,Tarte-amazonian Clay-12 Hour-blush-buyer Choice Of Color-0.05 Oz-new
18.49.1,Title,Tarte- Amazonian Clay 12 Hour Blush - Limited Edition - Bloom - 0.2 Oz
18.50.1,Title,"Tarte Blush Deluxe Size Journey, Majesty, Splendor, Flair Or Traveled"
18.51.1,Title,Tarte Blush - New Beauty | Color: Pink
18.52.1,Title,Tarte High-performance Naturals Amazonian Clay Blush In
18.53.1,Title,Tarte Amazonian Clay Blush - New Face
18.54.1,Title,Tarte Amazonian Clay 12 Hour Blush 'blushing Bride' Rosy Pink Full Sz
18.55.1,Title,Tarte Blush - Beauty
18.56.1,Title,Tarte Amazonian Clay 12-hr Blush Full Size In Blissful Nwb
18.57.1,Title,Tarte Blush Bliss Palette Le
18.58.1,Title,Tarte Blush (REDUCED) - New Beauty
18.59.1,Title,Tarte Amazonian Clay 12-hour Blush Blissful .20 Oz Full Size
18.60.1,Title,Tarte Blush Bliss Amazonian Clay Blush Palette Limited Holiday Edition
