File Name,Title,Price,Rating,ReviewCount,Links,Category,OpeningClosing,Address,Link
2.json,Crisp Filters Air Filter Merv 8,$29.97,Rated 4.7 out of 5,170,https://www.interestingthings.com/reviews/best-hvac-filters/,Popular,,,
2.json,Pure Enrichment 3-in-1 True HEPA Replacement Filter for the PureZone Air Purifier,$19.99,Rated 4.8 out of 5,75,N/A,Popular,,,
2.json,Honeywell Air Purifier Filter FRF102B,$15.76,Rated 4.6 out of 5,180,"https://thereviewwire.com/febreze-air-purifier-review/#:~:text=The%20air%20purifier%20will,feel%20fresher%20and%20cleaner.",Popular,,,
2.json,"Filtrete 1-in 1900 MPR Premium Allergen, Bacteria and Virus Electrostatic Pleated Air Filter",$20.30,Rated 4.8 out of 5,2k+,N/A,Popular,,,
2.json,K&N HVAC Filter,$29.99,Rated 3.9 out of 5,15,https://hvactrainingshop.com/best-washable-furnace-filters/,Popular,,,
2.json,MERV 8 AC Furnace Air Filters,$30.96,Rated 4.7 out of 5,195,N/A,Popular,,,
2.json,Spiropure Merv 8 Pleated Air Filters,$35.99,Rated 4.7 out of 5,1k+,N/A,Popular,,,
2.json,Nordic Pure 20x25x5 Honeywell Replacement MERV 10 Air Filters Qty 2,$42.51,Rated 4.4 out of 5,258,N/A,Popular,,,
2.json,Filtrete FAPF-A2-4 True HEPA Air Purifier Filter,$29.98,Rated 4.7 out of 5,36,N/A,Popular,,,
2.json,Filtrete Allergen Air Filter,$13.49,Rated 4.6 out of 5,1k+,N/A,Popular,,,
2.json,Filtrete Dual-Action Micro Allergen Plus 2X Dust Defense Filter,$42.98,Rated 4.8 out of 5,1k+,N/A,Popular,,,
2.json,Filtrete 2-Pack 1000 MPR Micro Allergen Air Filter16-in x 25-in x 4-in,$102.33,Rated 4.7 out of 5,482,N/A,Popular,,,
2.json,Airx Merv Pleated Air Filter,$46.05,Rated 4.8 out of 5,4k+,https://filterking.com/hvac-filters/best-filter-for-allergies,Popular,,,
2.json,"Levoit Core 300 Air Purifier Replacement Filter, 3-in-1 Pet Allergy, Yellow",$35.99,Rated 4.8 out of 5,46,https://www.airpurifierfirst.com/review/levoit-core-300/,Popular,,,
2.json,Veva 8000 Elite Pro Series Black Air Purifier,$137.49,Rated 4.6 out of 5,7,https://breathequality.com/veva-8000-elite-pro-review/,Popular,,,
2.json,Veva Premium Hepa Replacement Filter Including Carbon Pre Filters,$8.00,Rated 4.6 out of 5,16,https://dehumidifiercritic.com/best-air-purifier-for-vaping/,Popular,,,
2.json,Levoit Air Purifier LV-H132 Replacement Filter,$22.99,Rated 4.8 out of 5,45,N/A,Popular,,,
2.json,Filter-Monster Replacement for Byant/ Carrier Infinity Air Purifier Cartridge,$70.70,Rated 5.0 out of 5,4,N/A,Popular,,,
2.json,"Dyson HEPA Filter,Replacement 968125-03",$69.00,Rated 4.7 out of 5,653,N/A,Popular,,,
2.json,Honeywell Odor Reducing Pre-Filter B,$9.99,Rated 4.5 out of 5,128,N/A,Popular,,,
2.json,Bissell Air Pre Filter,$21.99,Rated 4.9 out of 5,112,N/A,Popular,,,
2.json,"20 x 20 x 1 Allergen Pleated MERV 12 - FPR 9 Air Filters (3-Pack), Size: 20x20x1",$39.99,Rated 4.4 out of 5,1k+,N/A,Popular,,,
2.json,Filters-NOW Merv 8 Air Filter/Furnace Filters,$31.47,Rated 4.7 out of 5,44,N/A,Popular,,,
2.json,Air Handler Pleated Air Filter merv,$98.76,Rated 4.9 out of 5,81,N/A,Popular,,,
2.json,Web Filter Plus Air,$15.99,Rated 4.1 out of 5,832,N/A,Popular,,,
2.json,Lennox Filter MERV,$41.01,Rated 4.6 out of 5,56,https://qualityhomeaircare.com/best-furnace-filters-for-allergies/,Popular,,,
2.json,Homedics True Hepa Air Filter Replacement,$49.99,Rated 4.6 out of 5,69,N/A,Popular,,,
2.json,Honeywell Universal Carbon Pre-Filter HRF-AP1,$12.99,Rated 4.4 out of 5,248,N/A,Popular,,,
