,depth,element,height,parentNode,text,width,x,xpath,y,attributes.content,attributes.name,attributes.data-iml,attributes.href,attributes.nonce,attributes.rel,attributes.type,attributes.data-ilt,attributes.data-oq,attributes.data-swh,attributes.data-ueh,attributes.jsaction,attributes.jscontroller,attributes.style,attributes.class,attributes.data-ved,attributes.aria-label,attributes.aria-hidden,attributes.role,attributes.tabindex,attributes.alt,attributes.data-atf,attributes.data-frt,attributes.src,attributes.action,attributes.autocomplete,attributes.id,attributes.value,attributes.autocapitalize,attributes.autocorrect,price,attributes.data-ogsr-up,attributes.data-ogsr-alt,attributes.data-ogsr-fb,attributes.aria-expanded,attributes.focusable,attributes.viewBox,attributes.target,attributes.data-align,attributes.data-class,attributes.data-parent-id,attributes.data-internal-precise,attributes.aria-pressed,attributes.data-url,attributes.eid,attributes.data-hveid,attributes.data-is-grid-offer,attributes.data-shntl,attributes.colspan,attributes.data-du,attributes.data-ei,attributes.data-ucsi
481,15,IMG,130.0,DIV.Gm1fk.sh-img__image,,130.0,232.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[2]/a[1]/div/div/img,954.0,,,1652158258575,,,,,,,,,,,,,,,,presentation,,,4,0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcR7M7CY0OWsaqme60dVuvz4iPWqRQUQv_GEnEDzyoTWXrxbw5EcT9unxLcBEPW_zFOQwbnwK7pRkepPSF7lvTGrCL9NeiUVWvhy143xuhf4Y0X5EQOYsc7N&usqp=CAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,12,DIV,16.0,SPAN.ePrkM.zjGH6d.sh-dc__carousel-item,$14.00,150.0,222.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[2]/div,1094.0,,,,,,,,,,,,,,,A1lKs,,,,,,,,,,,,,,,,$14.00,,,,,,,,,,,,,,,,,,,,,
483,12,A,17.0,SPAN.ePrkM.zjGH6d.sh-dc__carousel-item,Vitabath Original Spring Green Mineral Bath Soak Salts 27 Ounces,150.0,222.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[2]/a[2],1110.0,,,,"/shopping/product/7122385092484492284?prds=epd:13055522254455404812,rsk:PC_13925009831956330067&sa=X&ved=0ahUKEwigyMiQkdT3AhXKmHIEHQ3hDC8Q3KAECGUoAQ",,,,,,,,,,,AIT31c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,13,DIV,17.0,A.AIT31c,Vitabath Original Spring Green Mineral Bath Soak Salts 27 Ounces,150.0,222.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[2]/a[2]/div,1110.0,,,,,,,,,,,,,,,uHBBRe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,11,SPAN,189.0,DIV.vPB2fb,$9.25Vitabath Heavenly Coconut Creme Body Wash (10 fl oz),166.0,388.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[3],946.0,,,,,,,,,,,,,,,ePrkM zjGH6d sh-dc__carousel-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,12,A,130.0,SPAN.ePrkM.zjGH6d.sh-dc__carousel-item,,150.0,396.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[3]/a[1],954.0,,,,"/shopping/product/8224411765322350606?prds=epd:2626722726579459384,rsk:PC_5339134774581486365&sa=X&ved=0ahUKEwigyMiQkdT3AhXKmHIEHQ3hDC8QuZ0ECGcoAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,13,DIV,130.0,A,,150.0,396.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[3]/a[1]/div,954.0,,,,,,,,,,,,,,,uynJBd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,14,DIV,130.0,DIV.uynJBd,,130.0,406.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[3]/a[1]/div/div,954.0,,,,,,,,,,,,,,width:130px;height:130px,Gm1fk sh-img__image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,15,IMG,130.0,DIV.Gm1fk.sh-img__image,,130.0,406.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[3]/a[1]/div/div/img,954.0,,,1652158258575,,,,,,,,,,,,,,,,presentation,,,4,0,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTsFDhY8ZmaS42eNzksq8CS9prA5TgYjeFGimW_SEEKzcnqVIeUF1dlzEi2ZBPDrmZPiwLzdXrj6kHiMHUrxBNL4z2c_LCXR_QFQ8cbQvtuom7E1fiewU2H&usqp=CAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,12,DIV,16.0,SPAN.ePrkM.zjGH6d.sh-dc__carousel-item,$9.25,150.0,396.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[3]/div,1094.0,,,,,,,,,,,,,,,A1lKs,,,,,,,,,,,,,,,,$9.25,,,,,,,,,,,,,,,,,,,,,
491,12,A,17.0,SPAN.ePrkM.zjGH6d.sh-dc__carousel-item,Vitabath Heavenly Coconut Creme Body Wash (10 fl oz),150.0,396.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[3]/a[2],1110.0,,,,"/shopping/product/8224411765322350606?prds=epd:2626722726579459384,rsk:PC_5339134774581486365&sa=X&ved=0ahUKEwigyMiQkdT3AhXKmHIEHQ3hDC8Q3KAECGgoAQ",,,,,,,,,,,AIT31c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,13,DIV,17.0,A.AIT31c,Vitabath Heavenly Coconut Creme Body Wash (10 fl oz),150.0,396.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[3]/a[2]/div,1110.0,,,,,,,,,,,,,,,uHBBRe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,11,SPAN,189.0,DIV.vPB2fb,$89.00Vitabath Plus for Dry Skin Moisturizing Bath & Shower Gelee - Gallon,166.0,562.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[4],946.0,,,,,,,,,,,,,,,ePrkM zjGH6d sh-dc__carousel-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,12,A,130.0,SPAN.ePrkM.zjGH6d.sh-dc__carousel-item,,150.0,570.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[4]/a[1],954.0,,,,"/shopping/product/8475867745004599001?prds=epd:17942672844285372536,rsk:PC_14383814179259111852&sa=X&ved=0ahUKEwigyMiQkdT3AhXKmHIEHQ3hDC8QuZ0ECGooAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,13,DIV,130.0,A,,150.0,570.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[4]/a[1]/div,954.0,,,,,,,,,,,,,,,uynJBd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,14,DIV,130.0,DIV.uynJBd,,130.0,580.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[4]/a[1]/div/div,954.0,,,,,,,,,,,,,,width:130px;height:130px,Gm1fk sh-img__image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,15,IMG,130.0,DIV.Gm1fk.sh-img__image,,130.0,580.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[4]/a[1]/div/div/img,954.0,,,1652158258576,,,,,,,,,,,,,,,,presentation,,,4,0,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcT6dRF7fji8igeQbCXLWTrizA4VkgW5pDtFJoqX6vEZXCKfcf2Nypx1nZUY65_lLi3U7PB3Dst5cKsPovgmDyq0X1Fuwh3_tJx8tQ1ayJh5hgxdfQEQol0r&usqp=CAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,12,DIV,16.0,SPAN.ePrkM.zjGH6d.sh-dc__carousel-item,$89.00,150.0,570.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[4]/div,1094.0,,,,,,,,,,,,,,,A1lKs,,,,,,,,,,,,,,,,$89.00,,,,,,,,,,,,,,,,,,,,,
499,12,A,17.0,SPAN.ePrkM.zjGH6d.sh-dc__carousel-item,Vitabath Plus for Dry Skin Moisturizing Bath & Shower Gelee - Gallon,150.0,570.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[4]/a[2],1110.0,,,,"/shopping/product/8475867745004599001?prds=epd:17942672844285372536,rsk:PC_14383814179259111852&sa=X&ved=0ahUKEwigyMiQkdT3AhXKmHIEHQ3hDC8Q3KAECGsoAQ",,,,,,,,,,,AIT31c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,13,DIV,17.0,A.AIT31c,Vitabath Plus for Dry Skin Moisturizing Bath & Shower Gelee - Gallon,150.0,570.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[4]/a[2]/div,1110.0,,,,,,,,,,,,,,,uHBBRe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,11,SPAN,189.0,DIV.vPB2fb,"$28.05Vitabath Moisturizing Bath & Shower Gelee, Spa Skin Therapy - 21 oz.",166.0,736.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[5],946.0,,,,,,,,,,,,,,,ePrkM zjGH6d sh-dc__carousel-item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,12,A,130.0,SPAN.ePrkM.zjGH6d.sh-dc__carousel-item,,150.0,744.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[5]/a[1],954.0,,,,"/shopping/product/5975547219002339641?prds=epd:12728276415393866496,rsk:PC_9062237174160780519&sa=X&ved=0ahUKEwigyMiQkdT3AhXKmHIEHQ3hDC8QuZ0ECG0oAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,13,DIV,130.0,A,,150.0,744.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[5]/a[1]/div,954.0,,,,,,,,,,,,,,,uynJBd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,14,DIV,130.0,DIV.uynJBd,,130.0,754.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[5]/a[1]/div/div,954.0,,,,,,,,,,,,,,width:130px;height:130px,Gm1fk sh-img__image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,15,IMG,130.0,DIV.Gm1fk.sh-img__image,,130.0,754.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[5]/a[1]/div/div/img,954.0,,,1652158258576,,,,,,,,,,,,,,,,presentation,,,4,0,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRknkVpBJOo41WoFagAzNlk1qsvXfBaqIdvnVUUKmd7ePvvoP58aCuBxqI1lZ4pxCvYTk1WzXsM3AOZmksRF2U_lz8NFCsWG8VmcCe1nLgn-IodHFn5sarVCg&usqp=CAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,12,DIV,16.0,SPAN.ePrkM.zjGH6d.sh-dc__carousel-item,$28.05,150.0,744.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[5]/div,1094.0,,,,,,,,,,,,,,,A1lKs,,,,,,,,,,,,,,,,$28.05,,,,,,,,,,,,,,,,,,,,,
507,12,A,17.0,SPAN.ePrkM.zjGH6d.sh-dc__carousel-item,"Vitabath Moisturizing Bath & Shower Gelee, Spa Skin Therapy - 21 oz.",150.0,744.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[5]/a[2],1110.0,,,,"/shopping/product/5975547219002339641?prds=epd:12728276415393866496,rsk:PC_9062237174160780519&sa=X&ved=0ahUKEwigyMiQkdT3AhXKmHIEHQ3hDC8Q3KAECG4oAQ",,,,,,,,,,,AIT31c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,13,DIV,17.0,A.AIT31c,"Vitabath Moisturizing Bath & Shower Gelee, Spa Skin Therapy - 21 oz.",150.0,744.0,//*[@id='sg-product__pdp-container']/div/section[2]/div[2]/div/div/div/span[5]/a[2]/div,1110.0,,,,,,,,,,,,,,,uHBBRe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,5,DIV,25.0,DIV#hnnlTc,Virginia · Learn more,959.0,38.0,//*[@id='hnnlTc']/div[1],1203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,6,P,25.0,DIV,Virginia · Learn more,959.0,38.0,//*[@id='hnnlTc']/div[1]/p,1203.0,,,,,,,,,,,,,,,Ca1dJe C8sJ1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,7,SPAN,10.0,P.Ca1dJe.C8sJ1e,,10.0,448.109375,//*[@id='hnnlTc']/div[1]/p/span[1],1209.0,,,,,,,,,,,,,,,fZGcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,7,SPAN,15.0,P.Ca1dJe.C8sJ1e,Virginia,47.453125,462.109375,//*[@id='hnnlTc']/div[1]/p/span[2],1206.9375,,,,,,,,,,,,,,,iVN3ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,7,A,15.0,P.Ca1dJe.C8sJ1e,Learn more,66.484375,520.40625,//*[@id='hnnlTc']/div[1]/p/a,1206.9375,,,,https://support.google.com/websearch?p=ws_settings_location,,noopener noreferrer,,,,,,,,,Hf3QIc,,Learn more,,,,,,,,,,,,,,,,,,,,,_blank,,,,,,,,,,,,,,
514,5,DIV,17.0,DIV#hnnlTc,Google Home‎Advertising Programs‎Business Solutions‎Privacy & Terms‎About Google‎,959.0,38.0,//*[@id='hnnlTc']/div[2],1247.0,,,,,,,,,,,,,,,SEsAJd u550Qe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,6,A,15.0,DIV.SEsAJd.u550Qe,Google Home,80.21875,225.734375,//*[@id='hnnlTc']/div[2]/a[1],1248.0,,,,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,6,WBR,0.0,DIV.SEsAJd.u550Qe,,0.0,0.0,//*[@id='hnnlTc']/div[2]/wbr[1],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,6,A,15.0,DIV.SEsAJd.u550Qe,Advertising Programs,124.28125,329.953125,//*[@id='hnnlTc']/div[2]/a[2],1248.0,,,,/intl/en/ads/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,6,WBR,0.0,DIV.SEsAJd.u550Qe,,0.0,0.0,//*[@id='hnnlTc']/div[2]/wbr[2],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,6,A,15.0,DIV.SEsAJd.u550Qe,Business Solutions,109.84375,478.234375,//*[@id='hnnlTc']/div[2]/a[3],1248.0,,,,/services/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,6,WBR,0.0,DIV.SEsAJd.u550Qe,,0.0,0.0,//*[@id='hnnlTc']/div[2]/wbr[3],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,6,A,15.0,DIV.SEsAJd.u550Qe,Privacy & Terms,93.671875,612.078125,//*[@id='hnnlTc']/div[2]/a[4],1248.0,,,,/intl/en/policies/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,6,WBR,0.0,DIV.SEsAJd.u550Qe,,0.0,0.0,//*[@id='hnnlTc']/div[2]/wbr[4],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,6,A,15.0,DIV.SEsAJd.u550Qe,About Google,79.515625,729.75,//*[@id='hnnlTc']/div[2]/a[5],1248.0,,,,/intl/en/about.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,6,WBR,0.0,DIV.SEsAJd.u550Qe,,0.0,0.0,//*[@id='hnnlTc']/div[2]/wbr[5],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,5,P,0.0,DIV#hnnlTc,,0.0,0.0,//*[@id='hnnlTc']/p,0.0,,,,,,,,,,,,,,,blAAMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,5,DIV,0.0,DIV#hnnlTc,,959.0,38.0,//*[@id='hnnlTc']/div[3],1283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,6,DIV,0.0,DIV,,959.0,38.0,//*[@id='hnnlTc']/div[3]/div,1283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,4,SPAN,0.0,DIV#vqqGxe.vqqGxe,,0.0,0.0,//*[@id='vqqGxe']/span,0.0,,,,,,,,,,,,,,display:none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,5,SPAN,0.0,SPAN,,0.0,0.0,//*[@id='vqqGxe']/span/span,0.0,,,,,,,,,,,,rcuQ6b:npT2md,DhPYme,display:none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Me95YuDrMsqxytMPjcKz-AI,1
530,3,DIV,0.0,BODY,Google apps,0.0,0.0,/html/body/div[6],0.0,,,,,,,,,,,,,,,gb_Jd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
